"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"KFFB","Kentucky First Federal Bancorp","7.92","$65.29M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/kffb",
"KROS","Keros Therapeutics, Inc.","68.57","$1.38B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kros",
"KDP","Keurig Dr Pepper Inc.","29.51","$41.53B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kdp",
"KEQU","Kewaunee Scientific Corporation","9.365","$25.83M","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/kequ",
"KTCC","Key Tronic Corporation","7.69","$82.74M","1983","Technology","Electrical Products","https://old.nasdaq.com/symbol/ktcc",
"KZR","Kezar Life Sciences, Inc.","5.54","$256.33M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kzr",
"KFRC","Kforce, Inc.","41.1","$902.39M","1995","Technology","Professional Services","https://old.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","15.35","$385.95M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","11.48","$424.5M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","3.6","$142.02M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kin",
"KC","Kingsoft Cloud Holdings Limited","34.08","$7.43B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/kc",
"KINS","Kingstone Companies, Inc","6.45","$68.86M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kins",
"KNSA","Kiniksa Pharmaceuticals, Ltd.","14.8","$1.01B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/knsa",
"KINZ","KINS Technology Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kinz",
"KINZU","KINS Technology Group Inc.","n/a","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/kinzu",
"KNSL","Kinsale Capital Group, Inc.","232.73","$5.28B","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/knsl",
"KTRA","Kintara Therapeutics, Inc.","1.68","$41.43M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktra",
"KIRK","Kirkland&#39;s, Inc.","11.79","$167.99M","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/kirk",
"KRBP","Kiromic BioPharma, Inc.","9.27","$67.98M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krbp",
"KSMT","Kismet Acquisition One Corp","9.7","$307.98M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ksmt",
"KSMTU","Kismet Acquisition One Corp","9.98","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ksmtu",
"KSMTW","Kismet Acquisition One Corp","1","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/ksmtw",
"KTOV","Kitov Pharma Ltd.","4.13","$71.08M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharma Ltd.","0.02","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktovw",
"KLAC","KLA Corporation ","240.34","$37.12B","1980","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/klac",
"KLXE","KLX Energy Services Holdings, Inc. ","6.23","$52.34M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/klxe",
"KOD","Kodiak Sciences Inc","127.01","$5.69B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kod",
"KOPN","Kopin Corporation","1.33","$113.12M","1992","Technology","Semiconductors","https://old.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","77.44","$3.38B","2015","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","2.09","$15.48M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","73.2","$248.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","20.395","$2.5B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ktos",
"KRON","Kronos Bio, Inc.","30.5","$1.68B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kron",
"KRYS","Krystal Biotech, Inc.","41.49","$817.67M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krys",
"KBNT","Kubient, Inc.","2.6","$19.92M","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/kbnt",
"KBNTW","Kubient, Inc.","0.74","n/a","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/kbntw",
"KLIC","Kulicke and Soffa Industries, Inc.","31.19","$1.93B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","37.11","$2.1B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kura",
"KRUS","Kura Sushi USA, Inc.","15.16","$126.46M","2019","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/krus",
"KVHI","KVH Industries, Inc.","10.01","$183.21M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/kvhi",
"KYMR","Kymera Therapeutics, Inc.","51.2","$2.28B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kymr",
"FSTR","L.B. Foster Company","14.86","$159.68M","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","4.4","$120.48M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","12.31","$71.74M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","12.26","$618.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","53.94","$1.39B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","20.61","$164.47M","1986","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","430.33","$61.97B","1984","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","76.78","$7.74B","1996","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","178.27","$4.91B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings II, Inc.","14.96","$591.39M","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings II, Inc.","16.5","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings II, Inc.","4.8","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lcahw",
"LCYAU","Landcadia Holdings III, Inc.","9.99","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lcyau",
"LNDC","Landec Corporation","10.17","$297.39M","1996","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","24.66","$111.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","10.29","$262.17M","2014","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","25.1","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","24.81","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","25.07","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","21.03","$685.66M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","131.41","$5.04B","1993","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/lstr",
"LTRN","Lantern Pharma Inc.","16.35","$101.66M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ltrn",
"LNTH","Lantheus Holdings, Inc.","12.35","$825.86M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","4.39","$125.51M","2000","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ltrx",
"LRMR","Larimar Therapeutics, Inc.","21.21","$325.71M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lrmr",
"LSCC","Lattice Semiconductor Corporation","39.8","$5.42B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","14.18","$2.98B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","49.6","$447.9M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/laws",
"LAZY","Lazydays Holdings, Inc.","14.81","$139.98M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","14.8","$190.6M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lcnb",
"LPTX","LEAP THERAPEUTICS, INC.","1.5","$89.49M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lptx",
"LFTRU","Lefteris Acquisition Corp.","9.95","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lftru",
"LEGH","Legacy Housing Corporation","14.89","$360.22M","2018","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/legh",
"LEGO","Legato Merger Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lego",
"LEGOU","Legato Merger Corp.","n/a","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/legou",
"LEGN","Legend Biotech Corporation","27.94","$3.61B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/legn",
"INFR","Legg Mason Global Infrastructure ETF","29.1968","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","31.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","26.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqlv",
"LACQ","Leisure Acquisition Corp.","10.5","$65.75M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","11","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.5058","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqw",
"LMAT","LeMaitre Vascular, Inc.","38","$773M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","286.67","$3.76B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/tree",
"LNSR","LENSAR, Inc.","9.21","$97.98M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lnsr",
"LESL","Leslie&#39;s, Inc.","21.5","$4.01B","2020","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/lesl",
"LEVL","Level One Bancorp, Inc.","19.51","$150.9M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/levl",
"LEVLP","Level One Bancorp, Inc.","25.59","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/levlp",
"LXRX","Lexicon Pharmaceuticals, Inc.","1.6","$187.96M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","7.68","$1.39B","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lx",
"LFAC","LF Capital Acquistion Corp.","10.57","$170.18M","2018","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lfac",
"LFACU","LF Capital Acquistion Corp.","11.5","n/a","2018","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lfacu",
"LFACW","LF Capital Acquistion Corp.","1.7","n/a","2018","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lfacw",
"LGIH","LGI Homes, Inc.","110.45","$2.77B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","203.57","$6.43B","2005","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/lhcg",
"LI","Li Auto Inc.","35.49","$29.68B","2020","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/li",
"LLIT","Lianluo Smart Limited","3.7001","$1.66M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","156.51","$27.94B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","157.34","$28.08B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","22.81","$13.3B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","24.44","$14.25B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","22.1","$12.89B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Latin America Ltd.","11.92","$2.77B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lila",
"LILAK","Liberty Latin America Ltd.","11.93","$2.77B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lilak",
"BATRA","Liberty Media Corporation","24.26","$1.24B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","24.05","$1.23B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batrk",
"FWONA","Liberty Media Corporation","37.81","$8.76B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwona",
"FWONK","Liberty Media Corporation","41.995","$9.73B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","42.64","$14.51B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","43.257","$14.72B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","42.79","$14.56B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmk",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","2.65","$199.07M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","34","$2.55B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpb",
"LSAC","LifeSci Acquisition Corp.","16.2","$132.92M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lsac",
"LSACU","LifeSci Acquisition Corp.","17.58","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lsacu",
"LSACW","LifeSci Acquisition Corp.","1.74","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lsacw",
"LCUT","Lifetime Brands, Inc.","13.45","$292.78M","1991","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","11.15","$159.04M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","6.77","$105.64M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","81.48","$1.31B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","2.96","$11.71M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","2.89","$75.46M","1996","Technology","Semiconductors","https://old.nasdaq.com/symbol/lpth",
"LMB","Limbach Holdings, Inc.","11.14","$88.3M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","4.1","$504.19M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/llnw",
"LMST","Limestone Bancorp, Inc.","11.96","$89.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lmst",
"LMNL","Liminal BioSciences Inc.","4.42","$129.89M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lmnl",
"LMNR","Limoneira Co","14.8","$263.67M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","5.93","$157M","2005","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","114.59","$6.81B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","12.245","$610.72M","2013","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/lind",
"LGHL","Lion Group Holding Ltd.","2.58","$46.65M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/lghl",
"LGHLW","Lion Group Holding Ltd.","0.0906","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/lghlw",
"LCAP","Lionheart Acquisition Corp. II","9.77","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lcap",
"LCAPU","Lionheart Acquisition Corp. II","10.02","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lcapu",
"LCAPW","Lionheart Acquisition Corp. II","0.62","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lcapw",
"LPCN","Lipocine Inc.","1.38","$90.65M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lpcn",
"LIQT","LiqTech International, Inc.","7","$151.59M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/liqt",
"YVR","Liquid Media Group Ltd.","1.82","$18.19M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/yvr",
"LQDA","Liquidia Corporation","3.38","$127.6M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/lqda",
"LQDT","Liquidity Services, Inc.","8.99","$306.07M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","230.99","$5.63B","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/lfus",
"LIVK","LIV Capital Acquisition Corp.","9.8932","$100.24M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livk",
"LIVKU","LIV Capital Acquisition Corp.","10.2","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/livku",
"LIVKW","LIV Capital Acquisition Corp.","0.518","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livkw",
"LIVN","LivaNova PLC","50.99","$2.48B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","44.63","$1.81B","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","12.611","$20.22M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","52.9","$3.54B","2000","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lpsn",
"LIVX","LiveXLive Media, Inc.","1.84","$132.67M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/livx",
"LXEH","Lixiang Education Holding Co., Ltd.","9.2447","$123.26M","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lxeh",
"LIXT","Lixte Biotechnology Holdings, Inc.","0.9498","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lixt",
"LIXTW","Lixte Biotechnology Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lixtw",
"LIZI","LIZHI INC.","2.45","$113.03M","2020","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/lizi",
"LKQ","LKQ Corporation","35.66","$10.85B","n/a","Consumer Services","Motor Vehicles","https://old.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","0.6084","$8.89M","2015","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lmfa",
"LMPX","LMP Automotive Holdings, Inc.","22.95","$227.28M","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lmpx",
"LOGC","LogicBio Therapeutics, Inc.","5.91","$187.86M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/logc",
"LOGI","Logitech International S.A.","81.06","$13.71B","1997","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/logi",
"CNCR","Loncar Cancer Immunotherapy ETF","29.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cncr",
"CHNA","Loncar China BioPharma ETF","30.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chna",
"LOAC","Longevity Acquisition Corporation","10.744","$28.22M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loac",
"LOACR","Longevity Acquisition Corporation","0.8001","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacr",
"LOACU","Longevity Acquisition Corporation","12.05","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacu",
"LOACW","Longevity Acquisition Corporation","0.57","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacw",
"LOOP","Loop Industries, Inc.","7.14","$301.4M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","20.26","$626.7M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/lorl",
"RIDE","Lordstown Motors Corp.","27.5","$4.54B","2019","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ride",
"RIDEW","Lordstown Motors Corp.","11.76","n/a","2019","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ridew",
"LPLA","LPL Financial Holdings Inc.","91.7","$7.27B","2010","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/lpla",
"LYTS","LSI Industries Inc.","7.6","$200.3M","1985","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","336.93","$43.91B","2007","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","80.69","$6.09B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","21.12","$982.62M","2000","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmnx",
"LUMO","Lumos Pharma, Inc.","15.96","$132.42M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lumo",
"LUNA","Luna Innovations Incorporated","7.69","$237.14M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/luna",
"LKCO","Luokung Technology Corp","0.4178","$84.11M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/lkco",
"LBC","Luther Burbank Corporation","10.44","$547.16M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/lbc",
"LUXAU","Lux Health Tech Acquisition Corp.","10.27","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/luxau",
"LYFT","Lyft, Inc.","39.77","$12.63B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lyft",
"LYRA","Lyra Therapeutics, Inc.","10.9","$140.9M","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lyra",
"MCBC","Macatawa Bank Corporation","7.89","$269.06M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","12.58","$132.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","41.63","$2.78B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","22.21","$1.25B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","114.02","$1.76B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","3.73","$86.36M","1993","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","82.25","$2.11B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/mgln",
"MGTA","Magenta Therapeutics, Inc.","6.63","$320.26M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","14.73","$721.43M","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mgic",
"MGNI","Magnite, Inc.","12.06","$1.35B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mgni",
"MGYR","Magyar Bancorp, Inc.","9.05","$52.59M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","2.01","$170.45M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhld",
"MNSB","MainStreet Bancshares, Inc.","16.06","$120.9M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsb",
"MNSBP","MainStreet Bancshares, Inc.","25.6","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsbp",
"MMYT","MakeMyTrip Limited","24.93","$2.57B","2010","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mmyt",
"MLAC","Malacca Straits Acquisition Company Limited","9.77","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlac",
"MLACU","Malacca Straits Acquisition Company Limited","9.98","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacu",
"MLACW","Malacca Straits Acquisition Company Limited","0.4725","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacw",
"MBUU","Malibu Boats, Inc.","57.58","$1.19B","2014","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mbuu",
"MACUU","Mallard Acquisition Corp.","9.9","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/macuu",
"MLVF","Malvern Bancorp, Inc.","14.84","$112.93M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mlvf",
